StartDateTime	Temperature	WindSpeed	WindDirection	SunHour	Condition	UltravioletIndex	MeanSeaLevelPressure	DewPoint	Humidity	PrecipitationProbability	IsHistoricalEstimated
22/01/2019 03.00	-3,33	2	157,502	0	1	0	1019,83	0	0	0	False
22/01/2019 04.00	-2,42	3	157,502	0	1	0	1019,38	0	0	0	False
22/01/2019 05.00	-2,42	3	157,502	0	1	0	1019,38	0	0	0	False
22/01/2019 06.00	-1,51	5	166,508	0	2	0	1018,93	0	0	0	False
22/01/2019 07.00	-0,42	5	166,508	0	2	0	1018,345	0	0	0	False
22/01/2019 08.00	-0,42	5	166,508	0	2	0	1018,345	0	0	0	False
22/01/2019 09.00	0,67	5	171,002	0	1	0	1017,76	0	0	0	False
22/01/2019 10.00	0,885	6	171,002	0	1	0	1017,085	0	0	0	False
22/01/2019 11.00	0,885	6	171,002	0	1	0	1017,085	0	0	0	False
22/01/2019 12.00	3,21	6	160,505	0	1	0	1016,41	0	0	0	False
22/01/2019 13.00	2,545	7	160,505	0	1	0	1016,12	0	0	0	False
22/01/2019 14.00	2,545	7	160,505	0	1	0	1016,12	0	0	0	False
22/01/2019 15.00	1,88	7	165,502	0	1	0	1015,83	0	0	0	False
22/01/2019 16.00	1,68	7	165,502	0	1	0	1015,51	0	0	0	False
22/01/2019 17.00	1,68	7	165,502	0	1	0	1015,51	0	0	0	False
22/01/2019 18.00	0,11	7	159,001	0	3	0	1015,87	0	0	0	False
22/01/2019 19.00	0,085	7	159,001	0	3	0	1015,45	0	0	0	False
22/01/2019 20.00	0,085	7	159,001	0	3	0	1015,45	0	0	0	False
22/01/2019 21.00	0,06	8	153,5	0	3	0	1015,03	0	0	0	False
22/01/2019 22.00	-0,18	7	153,5	0	3	0	1014,82	0	0	0	False
22/01/2019 23.00	-0,18	7	153,5	0	3	0	1014,82	0	0	0	False
23/01/2019 00.00	-0,42	7	155,001	0	3	0	1014,61	0	0	0	False
23/01/2019 01.00	-0,54	7	155,001	0	3	0	1014,655	0	0	0	False
23/01/2019 02.00	-0,54	7	155,001	0	3	0	1014,655	0	0	0	False
23/01/2019 03.00	-0,66	7	152,503	0	3	0	1014,7	0	0	0	False
23/01/2019 04.00	-0,52	7	152,503	0	3	0	1015,2	0	0	0	False
23/01/2019 05.00	-0,52	7	152,503	0	3	0	1015,2	0	0	0	False
23/01/2019 06.00	-0,38	7	154,003	0	3	0	1015,7	0	0	0	False
23/01/2019 07.00	-0,11	7	154,003	0	3	0	1016,08	0	0	0	False
23/01/2019 08.00	-0,11	7	154,003	0	3	0	1016,08	0	0	0	False
23/01/2019 09.00	0,16	7	153,501	0	3	0	1016,46	0	0	0	False
23/01/2019 10.00	-0,07	7	153,501	0	3	0	1016,655	0	0	0	False
23/01/2019 11.00	-0,07	7	153,501	0	3	0	1016,655	0	0	0	False
23/01/2019 12.00	0,53	7	149,501	0	2	0	1016,85	0	0	0	False
23/01/2019 13.00	0,115	7	149,501	0	2	0	1017,5	0	0	0	False
23/01/2019 14.00	0,115	7	149,501	0	2	0	1017,5	0	0	0	False
23/01/2019 15.00	-0,3	7	151,006	0	2	0	1018,15	0	0	0	False
23/01/2019 16.00	-0,445	7	151,006	0	2	0	1018,875	0	0	0	False
23/01/2019 17.00	-0,445	7	151,006	0	2	0	1018,875	0	0	0	False
23/01/2019 18.00	-1,41	5	167,503	0	2	0	1021,36	0	0	0	False
23/01/2019 19.00	-1,67	5	167,503	0	2	0	1022,025	0	0	0	False
23/01/2019 20.00	-1,67	5	167,503	0	2	0	1022,025	0	0	0	False
23/01/2019 21.00	-1,93	5	169,001	0	3	0	1022,69	0	0	0	False
23/01/2019 22.00	-2,18	4	169,001	0	3	0	1023,055	0	0	0	False
23/01/2019 23.00	-2,18	4	169,001	0	3	0	1023,055	0	0	0	False
24/01/2019 00.00	-2,43	4	173	0	3	0	1023,42	0	0	0	False
24/01/2019 01.00	-2,51	4	173	0	3	0	1023,9	0	0	0	False
24/01/2019 02.00	-2,51	4	173	0	3	0	1023,9	0	0	0	False
24/01/2019 03.00	-2,59	4	170,5	0	1	0	1024,38	0	0	0	False
24/01/2019 04.00	-2,245	4	170,5	0	1	0	1024,925	0	0	0	False
24/01/2019 05.00	-2,245	4	170,5	0	1	0	1024,925	0	0	0	False
24/01/2019 06.00	-1,9	4	173,002	0	21	0	1025,47	0	0	0	False
24/01/2019 07.00	-1,49	5	173,002	0	21	0	1025,765	0	0	0	False
24/01/2019 08.00	-1,49	5	173,002	0	21	0	1025,765	0	0	0	False
24/01/2019 09.00	-1,08	5	176,007	0	21	0	1026,06	0	0	0	False
24/01/2019 10.00	-1,135	4	176,007	0	21	0	1026,335	0	0	0	False
24/01/2019 11.00	-1,135	4	176,007	0	21	0	1026,335	0	0	0	False
24/01/2019 12.00	-1,53	4	183,511	0	1	0	1026,03	0	0	0	False
24/01/2019 13.00	-1,84	4	183,511	0	1	0	1026,435	0	0	0	False
24/01/2019 14.00	-1,84	4	183,511	0	1	0	1026,435	0	0	0	False
24/01/2019 15.00	-2,15	4	191,5	0	21	0	1026,84	0	0	0	False
24/01/2019 16.00	-2,47	3	191,5	0	21	0	1027,11	0	0	0	False
24/01/2019 17.00	-2,47	3	191,5	0	21	0	1027,11	0	0	0	False
24/01/2019 18.00	-3,08	3	195,002	0	21	0	1027,38	0	0	0	False
24/01/2019 19.00	-3,42	3	195,002	0	21	0	1027,265	0	0	0	False
24/01/2019 20.00	-3,42	3	195,002	0	21	0	1027,265	0	0	0	False
24/01/2019 21.00	-3,76	2	207,001	0	1	0	1027,15	0	0	0	False
24/01/2019 22.00	-4,2	2	207,001	0	1	0	1026,84	0	0	0	False
24/01/2019 23.00	-4,2	2	207,001	0	1	0	1026,84	0	0	0	False
25/01/2019 00.00	-4,64	2	213,501	0	1	0	1026,53	0	0	0	False
25/01/2019 01.00	-4,915	2	213,501	0	1	0	1026,315	0	0	0	False
25/01/2019 02.00	-4,915	2	213,501	0	1	0	1026,315	0	0	0	False
25/01/2019 03.00	-5,19	2	203,001	0	1	0	1026,1	0	0	0	False
25/01/2019 04.00	-5,14	3	203,001	0	1	0	1026	0	0	0	False
25/01/2019 05.00	-5,14	3	203,001	0	1	0	1026	0	0	0	False
25/01/2019 06.00	-5,09	3	196,502	0	2	0	1025,9	0	0	0	False
25/01/2019 07.00	-4,205	4	196,502	0	2	0	1025,195	0	0	0	False
25/01/2019 08.00	-4,205	4	196,502	0	2	0	1025,195	0	0	0	False
25/01/2019 09.00	-3,32	4	188,502	0	1	0	1024,49	0	0	0	False
25/01/2019 10.00	-3,15	5	188,502	0	1	0	1023,695	0	0	0	False
25/01/2019 11.00	-3,15	5	188,502	0	1	0	1023,695	0	0	0	False
25/01/2019 12.00	-3,09	4	181,001	0	1	0	1021,17	0	0	0	False
25/01/2019 13.00	-3,195	5	181,001	0	1	0	1020,015	0	0	0	False
25/01/2019 14.00	-3,195	5	181,001	0	1	0	1020,015	0	0	0	False
25/01/2019 15.00	-3,3	6	169,009	0	21	0	1018,86	0	0	0	False
25/01/2019 16.00	-3,035	6	169,009	0	21	0	1017,745	0	0	0	False
25/01/2019 17.00	-3,035	6	169,009	0	21	0	1017,745	0	0	0	False
25/01/2019 18.00	-2,77	6	168,503	0	21	0	1016,63	0	0	0	False
25/01/2019 19.00	-2,67	6	168,503	0	21	0	1015,68	0	0	0	False
25/01/2019 20.00	-2,67	6	168,503	0	21	0	1015,68	0	0	0	False
25/01/2019 21.00	-2,57	6	160,502	0	21	0	1014,73	0	0	0	False
25/01/2019 22.00	-2,515	6	160,502	0	21	0	1013,85	0	0	0	False
25/01/2019 23.00	-2,515	6	160,502	0	21	0	1013,85	0	0	0	False
26/01/2019 00.00	-2,46	6	150,002	0	1	0	1012,97	0	0	0	False
26/01/2019 01.00	-2,185	6	150,002	0	1	0	1012,6	0	0	0	False
26/01/2019 02.00	-2,185	6	150,002	0	1	0	1012,6	0	0	0	False
26/01/2019 03.00	-1,91	6	140,5	0	21	0	1012,23	0	0	0	False
26/01/2019 04.00	-1,57	6	140,5	0	21	0	1012,405	0	0	0	False
26/01/2019 05.00	-1,57	6	140,5	0	21	0	1012,405	0	0	0	False
26/01/2019 06.00	-1,23	6	132,007	0	21	0	1012,58	0	0	0	False
26/01/2019 07.00	-0,835	6	132,007	0	21	0	1012,355	0	0	0	False
26/01/2019 08.00	-0,835	6	132,007	0	21	0	1012,355	0	0	0	False
26/01/2019 09.00	-0,44	7	127,502	0	21	0	1012,13	0	0	0	False
26/01/2019 10.00	-0,51	7	127,502	0	21	0	1011,565	0	0	0	False
26/01/2019 11.00	-0,51	7	127,502	0	21	0	1011,565	0	0	0	False
26/01/2019 12.00	0,43	7	103,501	0	21	0	1008,56	0	0	0	False
26/01/2019 13.00	0,595	7	103,501	0	21	0	1007,97	0	0	0	False
26/01/2019 14.00	0,595	7	103,501	0	21	0	1007,97	0	0	0	False
26/01/2019 15.00	0,76	8	101,502	0	21	0	1007,38	0	0	0	False
26/01/2019 16.00	0,985	8	101,502	0	21	0	1006,19	0	0	0	False
26/01/2019 17.00	0,985	8	101,502	0	21	0	1006,19	0	0	0	False
26/01/2019 18.00	1,21	8	106,501	0	13	0	1005	0	0	0	False
26/01/2019 19.00	1,23	9	106,501	0	13	0	1003,96	0	0	0	False
26/01/2019 20.00	1,23	9	106,501	0	13	0	1003,96	0	0	0	False
26/01/2019 21.00	1,25	9	113,001	0	13	0	1002,92	0	0	0	False
26/01/2019 22.00	1,195	9	113,001	0	13	0	1001,505	0	0	0	False
26/01/2019 23.00	1,195	9	113,001	0	13	0	1001,505	0	0	0	False
27/01/2019 00.00	1,14	9	108,004	0	13	0	1000,09	0	0	0	False
27/01/2019 01.00	1,13	9	108,004	0	13	0	998,89	0	0	0	False
27/01/2019 02.00	1,13	9	108,004	0	13	0	998,89	0	0	0	False
27/01/2019 03.00	1,12	9	112,5	0	13	0	997,69	0	0	0	False
27/01/2019 04.00	1,19	9	112,5	0	13	0	997,15	0	0	0	False
27/01/2019 05.00	1,19	9	112,5	0	13	0	997,15	0	0	0	False
27/01/2019 06.00	1,26	9	108,502	0	13	0	996,61	0	0	0	False
27/01/2019 07.00	1,25	8	108,502	0	13	0	996,13	0	0	0	False
27/01/2019 08.00	1,25	8	108,502	0	13	0	996,13	0	0	0	False
27/01/2019 09.00	1,24	8	107,003	0	13	0	995,65	0	0	0	False
27/01/2019 10.00	1,205	7	107,003	0	13	0	995,535	0	0	0	False
27/01/2019 11.00	1,205	7	107,003	0	13	0	995,535	0	0	0	False
27/01/2019 12.00	1,35	8	110,001	0	13	0	994,79	0	0	0	False
27/01/2019 13.00	1,315	7	110,001	0	13	0	994,965	0	0	0	False
27/01/2019 14.00	1,315	7	110,001	0	13	0	994,965	0	0	0	False
27/01/2019 15.00	1,28	7	104,003	0	13	0	995,14	0	0	0	False
27/01/2019 16.00	1,255	6	104,003	0	13	0	995,23	0	0	0	False
27/01/2019 17.00	1,255	6	104,003	0	13	0	995,23	0	0	0	False
27/01/2019 18.00	1,23	6	95,5026	0	13	0	995,32	0	0	0	False
27/01/2019 19.00	1,23	6	95,5026	0	13	0	995,49	0	0	0	False
27/01/2019 20.00	1,23	6	95,5026	0	13	0	995,49	0	0	0	False
27/01/2019 21.00	1,23	6	87,5003	0	13	0	995,66	0	0	0	False
27/01/2019 22.00	1,125	5	87,5003	0	13	0	995,655	0	0	0	False
27/01/2019 23.00	1,125	5	87,5003	0	13	0	995,655	0	0	0	False
28/01/2019 00.00	1,02	5	67,5035	0	13	0	995,65	0	0	0	False
28/01/2019 01.00	0,92	5	67,5035	0	13	0	995,79	0	0	0	False
28/01/2019 02.00	0,92	5	67,5035	0	13	0	995,79	0	0	0	False
28/01/2019 03.00	0,82	5	36,5033	0	13	0	995,93	0	0	0	False
28/01/2019 04.00	0,835	5	36,5033	0	13	0	996,315	0	0	0	False
28/01/2019 05.00	0,835	5	36,5033	0	13	0	996,315	0	0	0	False
28/01/2019 06.00	0,85	5	16,0005	0	21	0	996,7	0	0	0	False
28/01/2019 07.00	0,83	5	16,0005	0	21	0	997,185	0	0	0	False
28/01/2019 08.00	0,83	5	16,0005	0	21	0	997,185	0	0	0	False
28/01/2019 09.00	0,81	6	354,503	0	21	0	997,67	0	0	0	False
28/01/2019 10.00	0,75	6	354,503	0	21	0	998,405	0	0	0	False
28/01/2019 11.00	0,75	6	354,503	0	21	0	998,405	0	0	0	False
28/01/2019 12.00	0,7	6	342,5	0	21	0	1001,49	0	0	0	False
28/01/2019 13.00	0,395	7	342,5	0	21	0	1002,565	0	0	0	False
28/01/2019 14.00	0,395	7	342,5	0	21	0	1002,565	0	0	0	False
28/01/2019 15.00	0,09	7	336,003	0	21	0	1003,64	0	0	0	False
28/01/2019 16.00	-0,43	7	336,003	0	21	0	1004,27	0	0	0	False
28/01/2019 17.00	-0,43	7	336,003	0	21	0	1004,27	0	0	0	False
28/01/2019 18.00	-0,95	6	332,503	0	1	0	1004,9	0	0	0	False
28/01/2019 19.00	-2,065	6	332,503	0	1	0	1005,5	0	0	0	False
28/01/2019 20.00	-2,065	6	332,503	0	1	0	1005,5	0	0	0	False
28/01/2019 21.00	-3,18	5	321,501	0	1	0	1006,1	0	0	0	False
28/01/2019 22.00	-5,555	4	321,501	0	1	0	1006,34	0	0	0	False
28/01/2019 23.00	-5,555	4	321,501	0	1	0	1006,34	0	0	0	False
29/01/2019 00.00	-7,93	2	301,5	0	1	0	1006,58	0	0	0	False
29/01/2019 01.00	-8,82	2	301,5	0	1	0	1006,725	0	0	0	False
29/01/2019 02.00	-8,82	2	301,5	0	1	0	1006,725	0	0	0	False
29/01/2019 03.00	-9,71	1	232,001	0	1	0	1006,87	0	0	0	False
29/01/2019 04.00	-9,13	1	232,001	0	1	0	1007,1	0	0	0	False
29/01/2019 05.00	-9,13	1	232,001	0	1	0	1007,1	0	0	0	False
29/01/2019 06.00	-8,55	2	205,502	0	1	0	1007,33	0	0	0	False
29/01/2019 07.00	-5,325	2	205,502	0	1	0	1007,24	0	0	0	False
29/01/2019 08.00	-5,325	2	205,502	0	1	0	1007,24	0	0	0	False
29/01/2019 09.00	-2,1	2	191,506	0	21	0	1007,15	0	0	0	False
29/01/2019 10.00	-1,67	3	191,506	0	21	0	1007	0	0	0	False
29/01/2019 11.00	-1,67	3	191,506	0	21	0	1007	0	0	0	False
29/01/2019 12.00	-1,24	3	181	0	3	0	1006,85	0	0	0	False
29/01/2019 13.00	-1,505	4	181	0	3	0	1006,72	0	0	0	False
29/01/2019 14.00	-1,505	4	181	0	3	0	1006,72	0	0	0	False
29/01/2019 15.00	-1,77	5	200,002	0	2	0	1006,59	0	0	0	False
29/01/2019 16.00	-1,985	5	200,002	0	2	0	1006,52	0	0	0	False
29/01/2019 17.00	-1,985	5	200,002	0	2	0	1006,52	0	0	0	False
29/01/2019 18.00	-2,2	5	193,509	0	3	0	1006,45	0	0	0	False
29/01/2019 19.00	-1,035	5	193,509	0	3	0	1006,47	0	0	0	False
29/01/2019 20.00	-1,035	5	193,509	0	3	0	1006,47	0	0	0	False
29/01/2019 21.00	0,13	5	191,001	0	13	0	1006,49	0	0	0	False
29/01/2019 22.00	0,06	6	191,001	0	13	0	1006,68	0	0	0	False
29/01/2019 23.00	0,06	6	191,001	0	13	0	1006,68	0	0	0	False
30/01/2019 00.00	-0,01	6	197,009	0	13	0	1006,87	0	0	0	False
30/01/2019 01.00	-0,5	6	197,009	0	13	0	1007,265	0	0	0	False
30/01/2019 02.00	-0,5	6	197,009	0	13	0	1007,265	0	0	0	False
30/01/2019 03.00	-0,99	6	187,501	0	21	0	1007,66	0	0	0	False
30/01/2019 04.00	-1,28	6	187,501	0	21	0	1008,265	0	0	0	False
30/01/2019 05.00	-1,28	6	187,501	0	21	0	1008,265	0	0	0	False
30/01/2019 06.00	-1,57	6	177,004	0	21	0	1008,87	0	0	0	False
30/01/2019 07.00	-1,025	6	177,004	0	21	0	1009,295	0	0	0	False
30/01/2019 08.00	-1,025	6	177,004	0	21	0	1009,295	0	0	0	False
30/01/2019 09.00	-0,48	6	168,502	0	1	0	1009,72	0	0	0	False
30/01/2019 10.00	-0,265	6	168,502	0	1	0	1009,76	0	0	0	False
30/01/2019 11.00	-0,265	6	168,502	0	1	0	1009,76	0	0	0	False
30/01/2019 12.00	-0,05	6	153	0	1	0	1009,8	0	0	0	False
30/01/2019 13.00	0,275	7	153	0	1	0	1009,67	0	0	0	False
30/01/2019 14.00	0,275	7	153	0	1	0	1009,67	0	0	0	False
30/01/2019 15.00	0,6	8	138,003	0	1	0	1009,54	0	0	0	False
30/01/2019 16.00	0,69	8	138,003	0	1	0	1009,315	0	0	0	False
30/01/2019 17.00	0,69	8	138,003	0	1	0	1009,315	0	0	0	False
30/01/2019 18.00	0,78	9	141,002	0	13	0	1009,09	0	0	0	False
30/01/2019 19.00	0,77	9	141,002	0	13	0	1008,475	0	0	0	False
30/01/2019 20.00	0,77	9	141,002	0	13	0	1008,475	0	0	0	False
30/01/2019 21.00	0,76	9	134,511	0	21	0	1007,86	0	0	0	False
30/01/2019 22.00	0,655	9	134,511	0	21	0	1006,86	0	0	0	False
30/01/2019 23.00	0,655	9	134,511	0	21	0	1006,86	0	0	0	False
31/01/2019 00.00	0,55	9	132,003	0	21	0	1005,86	0	0	0	False
31/01/2019 01.00	0,74	9	132,003	0	21	0	1004,955	0	0	0	False
31/01/2019 02.00	0,74	9	132,003	0	21	0	1004,955	0	0	0	False
31/01/2019 03.00	0,93	9	143,502	0	21	0	1004,05	0	0	0	False
31/01/2019 04.00	0,955	8	143,502	0	21	0	1004,585	0	0	0	False
31/01/2019 05.00	0,955	8	143,502	0	21	0	1004,585	0	0	0	False
31/01/2019 06.00	0,98	7	167,502	0	21	0	1005,12	0	0	0	False
31/01/2019 07.00	1,135	8	167,502	0	21	0	1005,96	0	0	0	False
31/01/2019 08.00	1,135	8	167,502	0	21	0	1005,96	0	0	0	False
31/01/2019 09.00	1,29	8	168,004	0	21	0	1006,8	0	0	0	False
31/01/2019 10.00	1	7	168,004	0	21	0	1006,85	0	0	0	False
31/01/2019 11.00	1	7	168,004	0	21	0	1006,85	0	0	0	False
31/01/2019 12.00	0,71	6	142,504	0	21	0	1006,9	0	0	0	False
31/01/2019 13.00	0,705	7	142,504	0	21	0	1006,43	0	0	0	False
31/01/2019 14.00	0,705	7	142,504	0	21	0	1006,43	0	0	0	False
31/01/2019 15.00	0,7	7	125,001	0	21	0	1005,96	0	0	0	False
31/01/2019 16.00	0,515	6	125,001	0	21	0	1005,54	0	0	0	False
31/01/2019 17.00	0,515	6	125,001	0	21	0	1005,54	0	0	0	False
31/01/2019 18.00	0,33	5	138	0	21	0	1005,12	0	0	0	False
31/01/2019 19.00	0,63	5	138	0	21	0	1005,02	0	0	0	False
31/01/2019 20.00	0,63	5	138	0	21	0	1005,02	0	0	0	False
31/01/2019 21.00	0,93	5	137,504	0	21	0	1004,92	0	0	0	False
31/01/2019 22.00	0,76	6	137,504	0	21	0	1004,28	0	0	0	False
31/01/2019 23.00	0,76	6	137,504	0	21	0	1004,28	0	0	0	False
01/02/2019 00.00	0,59	6	111	0	21	0	1003,64	0	0	0	False
01/02/2019 01.00	0,77	8	111	0	21	0	1002,57	0	0	0	False
01/02/2019 02.00	0,77	8	111	0	21	0	1002,57	0	0	0	False
01/02/2019 03.00	0,95	9	107,508	0	13	0	1001,5	0	0	0	False
01/02/2019 04.00	0,875	10	107,508	0	13	0	1001,055	0	0	0	False
01/02/2019 05.00	0,875	10	107,508	0	13	0	1001,055	0	0	0	False
01/02/2019 06.00	0,8	10	120,005	0	21	0	1000,61	0	0	0	False
01/02/2019 07.00	0,975	10	120,005	0	21	0	1000,325	0	0	0	False
01/02/2019 08.00	0,975	10	120,005	0	21	0	1000,325	0	0	0	False
01/02/2019 09.00	1,15	9	133,001	0	13	0	1000,04	0	0	0	False
01/02/2019 10.00	1,46	9	133,001	0	13	0	1000,11	0	0	0	False
01/02/2019 11.00	1,46	9	133,001	0	13	0	1000,11	0	0	0	False
01/02/2019 12.00	1,77	9	134,002	0	13	0	1000,18	0	0	0	False
01/02/2019 13.00	1,795	9	134,002	0	13	0	1000,62	0	0	0	False
01/02/2019 14.00	1,795	9	134,002	0	13	0	1000,62	0	0	0	False
01/02/2019 15.00	1,82	9	128,5	0	13	0	1001,06	0	0	0	False
01/02/2019 16.00	1,605	9	128,5	0	13	0	1001,25	0	0	0	False
01/02/2019 17.00	1,605	9	128,5	0	13	0	1001,25	0	0	0	False
01/02/2019 18.00	1,39	9	124,505	0	13	0	1001,44	0	0	0	False
01/02/2019 19.00	1,48	9	124,505	0	13	0	1001,575	0	0	0	False
01/02/2019 20.00	1,48	9	124,505	0	13	0	1001,575	0	0	0	False
01/02/2019 21.00	1,57	9	126,501	0	13	0	1001,71	0	0	0	False
01/02/2019 22.00	1,305	8	126,501	0	13	0	1001,88	0	0	0	False
01/02/2019 23.00	1,305	8	126,501	0	13	0	1001,88	0	0	0	False
02/02/2019 00.00	1,04	7	130,002	0	13	0	1002,05	0	0	0	False
02/02/2019 01.00	1,02	7	130,002	0	13	0	1002,275	0	0	0	False
02/02/2019 02.00	1,02	7	130,002	0	13	0	1002,275	0	0	0	False
02/02/2019 03.00	1	7	129,503	0	13	0	1002,5	0	0	0	False
02/02/2019 04.00	1,14	6	129,503	0	13	0	1003,02	0	0	0	False
02/02/2019 05.00	1,14	6	129,503	0	13	0	1003,02	0	0	0	False
02/02/2019 06.00	1,28	6	127,003	0	21	0	1003,54	0	0	0	False
02/02/2019 07.00	1,32	5	127,003	0	21	0	1003,89	0	0	0	False
02/02/2019 08.00	1,32	5	127,003	0	21	0	1003,89	0	0	0	False
02/02/2019 09.00	1,36	5	106	0	13	0	1004,24	0	0	0	False
02/02/2019 10.00	1,305	5	106	0	13	0	1004,335	0	0	0	False
02/02/2019 11.00	1,305	5	106	0	13	0	1004,335	0	0	0	False
02/02/2019 12.00	1,25	4	76,5047	0	13	0	1004,43	0	0	0	False
02/02/2019 13.00	1,23	4	76,5047	0	13	0	1004,53	0	0	0	False
02/02/2019 14.00	1,23	4	76,5047	0	13	0	1004,53	0	0	0	False
02/02/2019 15.00	1,21	5	36,0012	0	13	0	1004,63	0	0	0	False
02/02/2019 16.00	1,235	5	36,0012	0	13	0	1004,79	0	0	0	False
02/02/2019 17.00	1,235	5	36,0012	0	13	0	1004,79	0	0	0	False
02/02/2019 18.00	1,26	5	21,5041	0	13	0	1004,95	0	0	0	False
02/02/2019 19.00	1,26	5	21,5041	0	13	0	1004,95	0	0	0	False
02/02/2019 20.00	1,26	5	21,5041	0	13	0	1004,95	0	0	0	False
02/02/2019 21.00	-2	7	211	0	0	-9998	-9998	-9998	0	-9998	True
02/02/2019 22.00	-2	7	213	0	0	-9998	-9998	-9998	0	-9998	True
02/02/2019 23.00	-2	7	216	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 00.00	-2	7	217	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 01.00	-2	7	213	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 02.00	-2	7	210	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 03.00	-2	7	210	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 04.00	-2	7	205	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 05.00	-3	7	199	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 06.00	-3	7	193	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 07.00	-3	7	189	0,370392801	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 08.00	-2	7	184	0,377714995	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 09.00	-2	7	178	0,39203724	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 10.00	-2	7	179	0,396725883	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 11.00	-2	7	178	0,36202759	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 12.00	-2	7	179	0,2256576	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 13.00	-2	7	179	0,225652703	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 14.00	-2	7	177	0,215482586	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 15.00	-2	7	180	0,205154796	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 16.00	-2	7	171	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 17.00	-2	7	168	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 18.00	-2	7	163	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 19.00	-2	7	165	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 20.00	-2	7	168	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 21.00	-2	7	172	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 22.00	-2	7	172	0	0	-9998	-9998	-9998	0	-9998	True
03/02/2019 23.00	-2	7	172	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 00.00	-2	7	189	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 01.00	-2	7	188	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 02.00	-2	7	190	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 03.00	-3	7	190	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 04.00	-3	7	184	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 05.00	-3	6	179	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 06.00	-3	6	170	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 07.00	-3	6	162	0,427345491	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 08.00	-3	6	152	0,444266569	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 09.00	-3	6	146	0,490666469	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 10.00	-2	6	163	0,520401454	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 11.00	-2	6	181	0,547908843	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 12.00	-2	6	199	0,334298915	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 13.00	-2	6	197	0,334279044	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 14.00	-1	6	193	0,319523171	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 15.00	-1	6	188	0,301508007	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 16.00	-2	6	181	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 17.00	-2	6	176	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 18.00	-2	6	177	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 19.00	-2	6	175	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 20.00	-2	6	174	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 21.00	-2	6	176	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 22.00	-2	5	173	0	0	-9998	-9998	-9998	0	-9998	True
04/02/2019 23.00	-3	5	171	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 00.00	-3	5	176	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 01.00	-3	5	172	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 02.00	-3	5	169	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 03.00	-3	5	169	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 04.00	-3	5	165	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 05.00	-3	6	164	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 06.00	-3	6	164	0	0	-9998	-9998	-9998	0	-9998	True
05/02/2019 07.00	-3	6	163	0,403358771	0	-9998	-9998	-9998	0	-9998	True
