StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
18/08/2018 16.00	25.33.00	0	00.02	55.99	30.66	00.02
18/08/2018 15.00	0,933333333	01.05	00.02	56.72	34.88	00.03
18/08/2018 14.00	27.57.00	0,067361111	00.02	57.38.00	29.81	00.03
18/08/2018 13.00	27.96	01.02	00.02	57.58.00	29.62	00.03
18/08/2018 12.00	28.14.00	01.04	00.02	57.69	29.56.00	00.03
18/08/2018 11.00	27.09.00	0,054861111	00.02	57.77	30.69	00.02
18/08/2018 10.00	28.27.00	01.02	00.02	57.72	29.45.00	00.03
18/08/2018 09.00	28.41.00	01.01	00.02	57.65	29.24.00	00.04
18/08/2018 08.00	27.42.00	01.01	00.02	56.83	29.41.00	00.02
18/08/2018 07.00	25.57.00	0	00.02	56.13.00	30.56.00	00.03
18/08/2018 06.00	25.08.00	01.08	00.02	55.72	30.64	00.02
18/08/2018 05.00	25.05.00	0,063888889	00.02	55.68	30.63	00.02
18/08/2018 04.00	25.05.00	00.03	00.02	55.94	30.89	00.03
18/08/2018 03.00	25.13.00	0,068055556	00.02	55.76	30.63	00.02
18/08/2018 02.00	25.22.00	0,068055556	00.01	56.15.00	30.93	00.02
18/08/2018 01.00	24.69	0	00.01	55.59.00	30.89	00.03
18/08/2018 00.00	25.39.00	0,061111111	00.01	56.41.00	31.01.00	00.02
17/08/2018 23.00	24.71	00.19	00.01	55.71	30.99	00.02
17/08/2018 22.00	24.75	0,063888889	00.01	55.08.00	31.06.00	00.03
17/08/2018 21.00	24.38.00	0,065277778	00.01	55.38.00	31	00.02
17/08/2018 20.00	25.06.00	00.08	00.01	56.16.00	31.01.00	00.02
17/08/2018 19.00	24.68	0,068055556	00.01	55.59.00	30.91	00.02
17/08/2018 18.00	1,005555556	00.02	00.01	55.49.00	31.81	00.03
17/08/2018 17.00	21.46	01.02	00.01	55.01.00	33.63	00.02
17/08/2018 16.00	24.04.00	0,065972222	00.01	54.88	30.84	00.02
17/08/2018 15.00	27.57.00	0,093055556	00.01	58.04.00	30.83	00.06
17/08/2018 14.00	25.13.00	01.29	00.01	55.89	30.76	00.03
17/08/2018 13.00	26.65	0,054166667	00.01	57.35.00	30.07.00	00.03
17/08/2018 12.00	26.09.00	00.27	00.01	56.58.00	30.49.00	00.03
17/08/2018 11.00	30.19.00	01.06	00.02	60.23.00	30.04.00	00.05
17/08/2018 10.00	26.75	01.02	00.02	56.59.00	29.84	00.03
17/08/2018 09.00	26.18.00	00.33	00.02	55.95	29.77	00.03
17/08/2018 08.00	25.57.00	0,063888889	00.02	55.78	30.21.00	00.02
17/08/2018 07.00	24.66	01.06	00.01	55.24.00	30.57.00	00.02
17/08/2018 06.00	25.01.00	00.02	00.01	55.78	30.68	00.03
17/08/2018 05.00	25.02.00	1	00.01	55.07.00	30.68	00.03
17/08/2018 04.00	24.78	00.03	00.01	56.12.00	31.34.00	00.02
17/08/2018 03.00	24.88	0,065972222	00.01	55.71	30.83	00.02
17/08/2018 02.00	24.34.00	00.07	00.01	55.01.00	30.76	00.02
17/08/2018 01.00	25.13.00	0,068055556	00.01	56.08.00	30.95	00.03
17/08/2018 00.00	1,004861111	00.08	00.01	54.43.00	30.75	00.02
16/08/2018 23.00	29.16.00	0,063194444	00.01	59.71	30.55.00	00.03
16/08/2018 22.00	26.32.00	00.09	00.01	57.13.00	30.82	00.03
16/08/2018 21.00	26.97	01.11	00.01	57.81	30.84	00.03
16/08/2018 20.00	26.03.00	01.16	00.01	57.19.00	30.88	00.03
16/08/2018 19.00	27.85	1	00.01	58.63	30.78	00.03
16/08/2018 18.00	24.34.00	00.01	00.01	55.25.00	30.91	00.02
16/08/2018 17.00	24.05.00	01.07	00.01	55.35.00	30.85	00.02
16/08/2018 16.00	1,0125	0,049305556	00.02	55.24.00	31.46.00	00.02
16/08/2018 15.00	0,81875	00.32	00.17	56.19.00	37.02.00	00.02
16/08/2018 14.00	26.41.00	0,057638889	00.01	57.54.00	31.13.00	00.03
16/08/2018 13.00	25.14.00	0,059722222	00.01	55.95	30.82	00.03
16/08/2018 12.00	26.07.00	0,096527778	00.01	57.37.00	30.66	00.05
16/08/2018 11.00	27.52.00	01.01	00.01	58.07.00	30.55.00	00.04
16/08/2018 10.00	27.22.00	01.39	00.02	57.47.00	30.25.00	00.03
16/08/2018 09.00	27.07.00	0,04375	00.02	57.94	30.24.00	00.03
16/08/2018 08.00	24.71	00.31	00.01	56.65	31.93	00.02
16/08/2018 07.00	24.57.00	00.09	00.01	55.64	31.06.00	00.03
16/08/2018 06.00	24.52.00	00.14	00.01	55.19.00	30.67	00.01
16/08/2018 05.00	22	0,059722222	00.01	55.88	33.89	00.03
16/08/2018 04.00	24.12.00	01.01	00.01	55.51.00	31.39.00	00.03
16/08/2018 03.00	1,002777778	00.13	00.01	54.33.00	30.69	00.02
16/08/2018 02.00	1,01875	0,060416667	00.01	54.66	30.78	00.02
16/08/2018 01.00	23.04	00.07	00.01	54.14.00	30.73	00.02
16/08/2018 00.00	1,008333333	0,06875	00.01	54.56.00	30.84	00.03
15/08/2018 23.00	1,010416667	0,049305556	00.01	54.07.00	30.94	00.02
15/08/2018 22.00	27.65	01.17	00.01	58.52.00	30.87	00.04
15/08/2018 21.00	25.34.00	01.08	00.01	56.17.00	30.83	00.03
15/08/2018 20.00	1,027083333	0,057638889	00.01	54.72	30.73	00.02
15/08/2018 19.00	1,022916667	00.15	00.01	54.76	30.83	00.02
15/08/2018 18.00	25.45.00	01.16	00.02	56.46.00	31.01.00	00.04
15/08/2018 17.00	25.76	0,088888889	00.01	56.67	30.92	00.04
15/08/2018 16.00	24.08.00	00.17	00.01	55.54.00	30.73	00.02
15/08/2018 15.00	27.74	1	00.01	58.32.00	30.58.00	00.03
15/08/2018 14.00	26.41.00	01.02	00.02	56.54.00	30.14.00	00.02
15/08/2018 13.00	26.33.00	0,068055556	00.02	56.81	30.49.00	00.03
15/08/2018 12.00	25.67	0,061111111	00.02	56.36.00	30.68	00.03
15/08/2018 11.00	30.71	01.02	00.02	61.09.00	30.38.00	00.04
15/08/2018 10.00	1,018055556	01.12	00.07	58.68	34.82	00.03
15/08/2018 09.00	29.15.00	0,049305556	00.02	58.05.00	29.35.00	00.03
15/08/2018 08.00	29.47.00	01.27	00.02	58.51.00	29.04.00	00.03
15/08/2018 07.00	29.09.00	01.03	00.02	58.75	28.85	00.03
15/08/2018 06.00	29.36.00	0,06875	00.02	58.09.00	28.73	00.03
15/08/2018 05.00	26.77	0,066666667	00.02	56.66	29.89	00.03
15/08/2018 04.00	25.05.00	00.06	00.02	56.65	31.15.00	00.02
15/08/2018 03.00	26.28.00	0,067361111	00.02	56.69	30.41.00	00.03
15/08/2018 02.00	26.53.00	01.01	00.02	56.79	30.25.00	00.02
15/08/2018 01.00	27.65	0,047916667	00.03	58.03.00	30.38.00	00.03
15/08/2018 00.00	26.35.00	00.26	00.02	56.61	30.26.00	00.03
14/08/2018 23.00	24.07.00	01.06	00.02	54.97	30.27.00	00.01
14/08/2018 22.00	25.63	0,065277778	00.02	56.21.00	30.58.00	00.03
14/08/2018 21.00	25.57.00	00.07	00.02	55.93	30.37.00	00.02
14/08/2018 20.00	27.04.00	1	00.02	57.65	30.26.00	00.03
14/08/2018 19.00	25.55.00	0,057638889	00.02	55.92	30.38.00	00.02
14/08/2018 18.00	25.39.00	0,063194444	00.02	55.85	30.46.00	00.03
14/08/2018 17.00	24.88	00.24	00.02	55.29.00	30.41.00	00.02
14/08/2018 16.00	25.31.00	0,054861111	00.02	55.76	30.45.00	00.03
14/08/2018 15.00	25.08.00	01.22	00.02	56.18.00	30.37.00	00.03
14/08/2018 14.00	26.01.00	0,063194444	00.02	57.03.00	31.01.00	00.03
14/08/2018 13.00	25.62	00.08	00.02	56.26.00	30.63	00.02
14/08/2018 12.00	27.35.00	01.05	00.02	57.33.00	29.98	00.03
14/08/2018 11.00	28.31.00	00.59	00.03	57.95	29.64	00.03
14/08/2018 10.00	28.76	01.41	00.03	58.32.00	29.55.00	00.04
14/08/2018 09.00	28.89	01.17	00.03	58.37.00	29.48.00	00.03
14/08/2018 08.00	31.25.00	02.28	00.03	60.75	29.05.00	00.06
14/08/2018 07.00	28.52.00	0,065277778	00.03	58.04.00	29.52.00	00.04
14/08/2018 06.00	28.89	01.17	00.03	58.03.00	29.42.00	00.04
14/08/2018 05.00	29.02.00	01.03	00.03	58.44.00	29.24.00	00.03
14/08/2018 04.00	29.49.00	01.01	00.03	58.32.00	28.83	00.03
14/08/2018 03.00	28.74	0,068055556	00.03	58.28.00	29.54.00	00.03
14/08/2018 02.00	23.45	00.09	00.05	57.24.00	33.79	00.03
14/08/2018 01.00	26.76	00.09	00.02	57.24.00	30.49.00	00.03
14/08/2018 00.00	26.61	00.07	00.02	57.07.00	30.46.00	00.03
13/08/2018 23.00	26.38.00	0,058333333	00.02	57.44.00	31.05.00	00.02
13/08/2018 22.00	28.41.00	01.01	00.02	58.64	30.23.00	00.03
13/08/2018 21.00	30.63	01.43	00.02	60.79	30.15.00	00.04
13/08/2018 20.00	28.84	0,04375	00.02	59.04.00	30.56.00	00.04
13/08/2018 19.00	30.81	02.02	00.02	60.78	29.97	00.04
13/08/2018 18.00	29.98	01.08	00.02	59.08.00	29.82	00.04
13/08/2018 17.00	31.07.00	02.34	00.03	60.72	29.65	00.05
13/08/2018 16.00	29.33.00	01.04	00.03	59.01.00	29.77	00.04
13/08/2018 15.00	29.78	0,054166667	00.03	59.52.00	29.74	00.03
13/08/2018 14.00	30.18.00	0,065277778	00.03	59.62	29.43.00	00.04
13/08/2018 13.00	30.19.00	0,110416667	00.03	59.76	29.57.00	00.05
13/08/2018 12.00	28.05.00	01.14	00.02	58.09.00	30.04.00	00.03
13/08/2018 11.00	27.45.00	01.37	00.02	59.15.00	31.07.00	00.04
13/08/2018 10.00	34.49.00	02.08	00.18	64.22.00	29.73	00.07
13/08/2018 09.00	29.73	0,061111111	00.04	61.47.00	31.74	00.05
13/08/2018 08.00	29.39.00	02.14	00.04	60.87	31.48.00	00.05
13/08/2018 07.00	28.94	0,063888889	00.05	60.65	31.07.00	00.04
13/08/2018 06.00	29.45.00	01.07	00.03	59.84	30.39.00	00.04
13/08/2018 05.00	30	01.38	00.03	59.78	29.78	00.04
13/08/2018 04.00	31.04.00	0,068055556	00.03	59.36.00	28.31.00	00.05
13/08/2018 03.00	27.89	0,065277778	00.04	58.24.00	30.34.00	00.03
13/08/2018 02.00	26.99	01.03	00.02	57.23.00	30.24.00	00.02
13/08/2018 01.00	25.88	0,063194444	00.02	56.14.00	30.25.00	00.03
13/08/2018 00.00	20.04	0,050694444	00.02	52.26.00	32.23.00	00.03
12/08/2018 23.00	26.74	01.08	00.03	56.38.00	29.64	00.04
12/08/2018 22.00	29.75	01.08	00.03	57.81	28.06.00	00.03
12/08/2018 21.00	19.59	00.22	00.14	56.05.00	36.91	00.03
12/08/2018 20.00	24.93	01.12	00.02	55.31.00	30.37.00	00.02
12/08/2018 19.00	27.54.00	0,101388889	00.02	58.06.00	30.51.00	00.05
12/08/2018 18.00	24.81	0,056944444	00.04	56.04.00	31.23.00	00.02
12/08/2018 17.00	27.32.00	0,059027778	00.02	57.76	30.45.00	00.03
12/08/2018 16.00	27.06.00	00.31	00.02	58.03.00	30.43.00	00.04
12/08/2018 15.00	26.37.00	1	00.02	56.66	30.29.00	00.03
12/08/2018 14.00	26.53.00	1	00.02	56.89	30.36.00	00.02
12/08/2018 13.00	29.28.00	02.02	00.02	59.07.00	30.42.00	00.06
12/08/2018 12.00	30.55.00	0,1	00.03	59.73	29.18.00	00.05
12/08/2018 11.00	27.68	01.03	00.04	56.95	29.27.00	00.04
12/08/2018 10.00	26.98	0,065277778	00.03	57.06.00	30.07.00	00.04
12/08/2018 09.00	27.81	0,094444444	00.03	57.77	29.96	00.04
12/08/2018 08.00	24.27.00	01.26	00.16	58.66	34.39.00	00.04
12/08/2018 07.00	29.05.00	0,060416667	00.03	58.92	29.41.00	00.04
12/08/2018 06.00	29.35.00	01.25	00.03	58.51.00	29.16.00	00.04
12/08/2018 05.00	29.07.00	0,098611111	00.03	58.55.00	28.84	00.04
12/08/2018 04.00	31.04.00	0,053472222	00.03	59.22.00	28.18.00	00.04
12/08/2018 03.00	31.27.00	01.29	00.03	58.99	27.73	00.03
12/08/2018 02.00	27.92	0,065277778	00.02	57.48.00	29.57.00	00.03
12/08/2018 01.00	26.99	01.03	00.02	57.04.00	30.04.00	00.02
12/08/2018 00.00	26.09.00	00.03	00.02	56.73	29.83	00.03
11/08/2018 23.00	27.28.00	0,067361111	00.02	57.05.00	29.77	00.02
11/08/2018 22.00	31.39.00	02.01	00.02	60.85	29.46.00	00.05
11/08/2018 21.00	27.39.00	0,066666667	00.02	56.96	29.57.00	00.03
11/08/2018 20.00	29.77	0,063888889	00.02	59.78	30.01.00	00.04
11/08/2018 19.00	27.66	0,047916667	00.02	57.52.00	29.86	00.03
11/08/2018 18.00	26.24.00	01.07	00.02	56.19.00	29.95	00.03
11/08/2018 17.00	25.68	00.26	00.02	55.71	30.03.00	00.03
11/08/2018 16.00	25.06.00	01.04	00.02	55.72	30.12.00	00.02
11/08/2018 15.00	25.69	0,054861111	00.02	55.86	30.17.00	00.02
11/08/2018 14.00	25.42.00	00.17	00.01	55.76	30.34.00	00.02
11/08/2018 13.00	27.33.00	0,061111111	00.01	57.95	30.61	00.03
11/08/2018 12.00	31.91	0,139583333	00.02	61.04.00	29.49.00	00.08
11/08/2018 11.00	29.26.00	01.37	00.02	58.53.00	29.27.00	00.03
11/08/2018 10.00	29.29.00	0,065277778	00.02	58.18.00	28.88	00.04
11/08/2018 09.00	29.32.00	0,067361111	00.02	58.26.00	28.94	00.03
11/08/2018 08.00	29.29.00	01.05	00.02	58.12.00	28.83	00.03
11/08/2018 07.00	28.05.00	1	00.04	57.88	29.83	00.03
11/08/2018 06.00	25.07.00	0,068055556	00.02	55.77	30.07.00	00.02
11/08/2018 05.00	24.66	00.07	00.02	55.12.00	30.46.00	00.02
11/08/2018 04.00	24.15.00	01.01	00.01	55.72	31.57.00	00.03
11/08/2018 03.00	24.86	0,063888889	00.01	55.77	30.91	00.02
11/08/2018 02.00	24.73	0	00.02	55.63	30.09.00	00.03
11/08/2018 01.00	1,017361111	0,053472222	00.02	55.23.00	31.38.00	00.02
11/08/2018 00.00	1,023611111	01.08	00.01	55.25.00	31.31.00	00.02
10/08/2018 23.00	25.04.00	0,054861111	00.01	56.37.00	31.33.00	00.03
10/08/2018 22.00	24.03.00	00.37	00.01	55.07.00	31.04.00	00.03
10/08/2018 21.00	23.39	1	00.01	54.74	31.35.00	00.02
10/08/2018 20.00	1,002777778	0	00.01	54.91	31.26.00	00.03
10/08/2018 19.00	0,966666667	0,049305556	00.01	54.07.00	31.35.00	00.02
10/08/2018 18.00	0,960416667	00.32	00.01	54.51.00	31.88	00.02
10/08/2018 17.00	21.27	0,05625	00.01	54.95	33.67	00.02
10/08/2018 16.00	0,979861111	00.16	00.01	54.58.00	31.67	00.02
10/08/2018 15.00	23.51	1	00.01	54.08.00	31.28.00	00.02
10/08/2018 14.00	1,009722222	0	00.01	55.05.00	31.31.00	00.02
10/08/2018 13.00	1,016666667	0,063194444	00.01	55.14.00	31.03.00	00.02
10/08/2018 12.00	1,009027778	00.18	00.01	55.09.00	31.35.00	00.02
10/08/2018 11.00	25.76	0,068055556	00.01	56.98	31.22.00	00.03
10/08/2018 10.00	1,027083333	0,065277778	00.01	55.19.00	31.02.00	00.02
10/08/2018 09.00	1,009722222	0,047222222	00.01	55.02.00	31.46.00	00.03
10/08/2018 08.00	0,984722222	00.33	00.01	54.55.00	31.58.00	00.03
10/08/2018 07.00	22.05	00.08	00.01	54.17.00	31.67	00.02
10/08/2018 06.00	22.39	00.19	00.01	54.17.00	31.78	00.02
10/08/2018 05.00	0,799305556	0,063194444	00.01	54.85	36.14.00	00.02
10/08/2018 04.00	0,943055556	00.09	00.01	54.56.00	32.59.00	00.02
10/08/2018 03.00	22.03	01.05	00.01	54.32.00	32.02.00	00.02
10/08/2018 02.00	23.22	0,063194444	00.01	56.54.00	33.32.00	00.05
10/08/2018 01.00	0,934722222	0,054861111	00.01	54.19.00	32.33.00	00.02
10/08/2018 00.00	0,918055556	00.33	00.01	53.97	32.35.00	00.02
09/08/2018 23.00	0,928472222	0,051388889	00.01	54.15.00	32.37.00	00.02
09/08/2018 22.00	0,972916667	00.19	00.01	55.23.00	32.42.00	00.02
09/08/2018 21.00	21.34	00.05	00.01	53.83	32.49.00	00.02
09/08/2018 20.00	0,889583333	0,065972222	00.01	53.31.00	32.05.00	00.02
09/08/2018 19.00	0,889583333	00.01	00.01	53.79	32.98	00.02
09/08/2018 18.00	0,715972222	0,059027778	00.01	54.35.00	37.63	00.03
09/08/2018 17.00	20.58	00.14	00.01	53.68	33.01.00	00.01
09/08/2018 16.00	22.09	0,045138889	00.01	54.53.00	32.44.00	00.02
09/08/2018 15.00	23.18	00.41	00.01	55.45.00	32.27.00	00.02
09/08/2018 14.00	1,01875	0,051388889	00.01	56.33.00	32.47.00	00.02
09/08/2018 13.00	22.51	00.02	00.01	54.83	32.32.00	00.01
09/08/2018 12.00	1,017361111	0,064583333	00.01	56.02.00	32.35.00	00.03
09/08/2018 11.00	25.59.00	01.11	00.01	57.95	32.36.00	00.05
09/08/2018 10.00	29.03.00	01.04	00.03	60.37.00	31.33.00	00.03
09/08/2018 09.00	25.27.00	00.56	00.02	56.93	31.66	00.02
09/08/2018 08.00	1,021527778	0	00.01	55.06.00	31.69	00.02
09/08/2018 07.00	1,005555556	00.09	00.01	55.46.00	31.77	00.02
09/08/2018 06.00	23.28	00.01	00.01	54.98	31.07.00	00.02
09/08/2018 05.00	23.18	1	00.01	54.92	31.74	00.02
09/08/2018 04.00	0,959722222	0	00.01	54.45.00	31.83	00.02
09/08/2018 03.00	22.07	1	00.01	54.63	31.93	00.02
09/08/2018 02.00	0,979861111	0	00.01	54.88	31.97	00.02
09/08/2018 01.00	23.46	0,063888889	00.01	55.51.00	32.05.00	00.02
09/08/2018 00.00	0,963888889	00.08	00.01	54.07.00	32.02.00	00.02
08/08/2018 23.00	22.27	0,045138889	00.01	54.43.00	32.16.00	00.02
08/08/2018 22.00	24.07.00	00.42	00.01	56.28.00	32.21.00	00.02
08/08/2018 21.00	28.02.00	0,06875	00.02	59.15.00	31.13.00	00.03
08/08/2018 20.00	27.03.00	0,059027778	00.01	59.17.00	32.15.00	00.03
08/08/2018 19.00	0,9625	0,05625	00.01	54.74	32.08.00	00.03
08/08/2018 18.00	22.58	00.29	00.01	54.73	32.15.00	00.03
08/08/2018 17.00	21.55	0,063194444	00.01	53.73	32.19.00	00.02
08/08/2018 16.00	0,981944444	0,057638889	00.01	55.11.00	32.17.00	00.03
08/08/2018 15.00	23.04	00.31	00.01	55.13.00	32.09.00	00.02
08/08/2018 14.00	20.38	0,057638889	00.31	55.53.00	35.15.00	00.02
08/08/2018 13.00	25.42.00	0,056944444	00.05	57.72	32.03.00	00.02
08/08/2018 12.00	24.54.00	00.35	00.01	56.41.00	31.87	00.03
08/08/2018 11.00	0,938888889	0,063194444	00.01	53.78	31.86	00.02
08/08/2018 10.00	22.07	00.09	00.01	54.56.00	31.86	00.03
08/08/2018 09.00	21.05	00.15	00.01	54.62	33.57.00	00.01
08/08/2018 08.00	1,007638889	0,054166667	00.01	55.37.00	31.66	00.02
08/08/2018 07.00	0,961111111	00.21	00.01	54.41.00	31.76	00.02
08/08/2018 06.00	22	00.01	00.01	53.89	31.89	00.01
08/08/2018 05.00	22.03	0,05625	00.01	54.27.00	31.97	00.02
08/08/2018 04.00	0,940277778	00.18	00.01	53.97	32.04.00	00.01
08/08/2018 03.00	1,018055556	1	00.01	55.92	32.07.00	00.02
08/08/2018 02.00	22	0	00.01	54.67	32.67	00.02
08/08/2018 01.00	22.05	0,053472222	00.01	54.69	32.19.00	00.02
08/08/2018 00.00	22.41	00.23	00.01	54.64	32.24.00	00.01
07/08/2018 23.00	22.27	0,065277778	00.01	54.51.00	32.23.00	00.02
07/08/2018 22.00	22.43	00.06	00.01	54.58.00	32.15.00	00.02
07/08/2018 21.00	22.49	0,066666667	00.01	54.68	32.18.00	00.02
07/08/2018 20.00	20.58	00.04	00.02	54.47.00	33.89	00.02
07/08/2018 19.00	0,933333333	00.08	00.01	54.37.00	32.52.00	00.02
07/08/2018 18.00	22.02	00.02	00.01	54.24.00	32.23.00	00.01
07/08/2018 17.00	0,960416667	1	00.01	54.69	32.06.00	00.02
07/08/2018 16.00	23.02	0	00.01	54.83	31.82	00.02
07/08/2018 15.00	23.43	00.04	00.01	55.11.00	31.68	00.02
07/08/2018 14.00	23.05	0,057638889	00.01	55.31.00	31.81	00.02
07/08/2018 13.00	1,022916667	01.09	00.01	55.49.00	31.56.00	00.02
07/08/2018 12.00	20.34	00.04	00.04	55.31.00	34.96	00.02
07/08/2018 11.00	1,022916667	1	00.01	55.51.00	31.58.00	00.02
07/08/2018 10.00	24.91	0	00.01	56.01.00	31.19.00	00.02
07/08/2018 09.00	27.34.00	0,05625	00.02	57.14.00	29.08.00	00.02
07/08/2018 08.00	28.45.00	0,066666667	00.02	57.63	29.18.00	00.03
07/08/2018 07.00	29.26.00	01.14	00.02	57.97	28.71	00.03
07/08/2018 06.00	26.04.00	01.08	00.02	56.64	30.24.00	00.02
07/08/2018 05.00	24.92	00.07	00.01	55.66	30.73	00.01
07/08/2018 04.00	25.01.00	0,065972222	00.01	55.87	30.86	00.03
07/08/2018 03.00	24.03.00	00.03	00.01	55.15.00	30.85	00.02
07/08/2018 02.00	1,027083333	0,067361111	00.01	54.94	30.95	00.02
07/08/2018 01.00	23.38	0	00.01	55.24.00	31.86	00.02
07/08/2018 00.00	0,96875	1	00.01	53.09.00	31.15.00	00.02
06/08/2018 23.00	24.88	0	00.01	56.21.00	31.33.00	00.02
06/08/2018 22.00	28.09.00	02.07	00.01	59.47.00	31.38.00	00.04
06/08/2018 21.00	24.21.00	0,045833333	00.01	55.71	31.51.00	00.03
06/08/2018 20.00	27.56.00	01.22	00.01	59.05.00	31.49.00	00.04
06/08/2018 19.00	25.49.00	00.05	00.01	56.87	31.39.00	00.03
06/08/2018 18.00	1,009722222	00.08	00.01	54.82	31.08.00	00.02
06/08/2018 17.00	24.03.00	00.08	00.01	55.12.00	31.09.00	00.02
06/08/2018 16.00	26.03.00	0,066666667	00.01	57.23.00	31.02.00	00.03
06/08/2018 15.00	26.77	01.24	00.01	57.96	31.02.00	00.03
06/08/2018 14.00	28.62	01.11	00.02	58.22.00	29.06.00	00.04
06/08/2018 13.00	29.87	01.01	00.03	58.46.00	28.59.00	00.03
06/08/2018 12.00	28.26.00	00.09	00.03	57.64	29.37.00	00.03
06/08/2018 11.00	25.92	00.32	00.01	56.87	30.95	00.03
06/08/2018 10.00	26.35.00	0,065277778	00.01	57.48.00	31.13.00	00.02
06/08/2018 09.00	25.53.00	0,063888889	00.02	57.05.00	31.52.00	00.03
06/08/2018 08.00	25.88	0	00.02	56.77	30.89	00.02
06/08/2018 07.00	0,935416667	1	00.04	56.19.00	34.32.00	00.02
06/08/2018 06.00	24.21.00	00.03	00.01	55.63	31.43.00	00.02
06/08/2018 05.00	24.37.00	0,067361111	00.01	55.77	31.04.00	00.02
06/08/2018 04.00	24.74	0	00.01	56.28.00	31.54.00	00.02
06/08/2018 03.00	24.09.00	1	00.01	55.48.00	31.39.00	00.02
06/08/2018 02.00	24.41.00	00.02	00.02	55.71	31.31.00	00.02
06/08/2018 01.00	29.32.00	0,067361111	00.09	59.02.00	29.88	00.03
06/08/2018 00.00	23.59	0,067361111	00.01	55.11.00	31.52.00	00.02
05/08/2018 23.00	24.92	0,060416667	00.01	56.69	31.77	00.03
05/08/2018 22.00	26.11.00	01.15	00.01	57.84	31.73	00.03
05/08/2018 21.00	23.07	00.07	00.01	54.88	31.81	00.02
05/08/2018 20.00	0,970138889	0,052083333	00.01	54.46.00	31.69	00.01
05/08/2018 19.00	1,016666667	00.02	00.01	55.58.00	31.74	00.02
05/08/2018 18.00	23.47	0,068055556	00.01	55.26.00	31.08.00	00.02
05/08/2018 17.00	22.04	00.04	00.01	54.25.00	31.85	00.02
05/08/2018 16.00	22.29	0,068055556	00.01	54.93	32.65	00.02
05/08/2018 15.00	0,973611111	0	00.01	54.63	31.81	00.02
05/08/2018 14.00	22.07	0	00.01	54.04.00	31.07.00	00.01
05/08/2018 13.00	0,974305556	1	00.01	54.43.00	31.06.00	00.02
05/08/2018 12.00	23.19	0	00.01	54.95	31.76	00.02
05/08/2018 11.00	1,001388889	0,061805556	00.01	55.22.00	31.61	00.02
05/08/2018 10.00	28.99	0,068055556	00.01	60.19.00	31.02.00	00.04
05/08/2018 09.00	24.97	0,054861111	00.01	55.99	31.03.00	00.02
05/08/2018 08.00	24.48.00	00.34	00.01	55.37.00	30.88	00.02
05/08/2018 07.00	24.37.00	00.05	00.01	55.17.00	30.79	00.02
05/08/2018 06.00	24.03.00	0,063194444	00.01	54.85	30.82	00.02
05/08/2018 05.00	23.37	00.11	00.01	54.43.00	31.06.00	00.02
05/08/2018 04.00	24.78	0,068055556	00.01	56.08.00	31.03.00	00.02
05/08/2018 03.00	29.85	0,063194444	00.01	60.86	31.02.00	00.05
05/08/2018 02.00	23.37	01.05	00.01	54.09.00	31.52.00	00.02
05/08/2018 01.00	0,959027778	0	00.01	54.16.00	31.55.00	00.01
05/08/2018 00.00	23.33	1	00.01	55.03.00	31.07.00	00.02
04/08/2018 23.00	23.51	00.06	00.01	55.29.00	31.78	00.02
04/08/2018 22.00	25.37.00	0,057638889	00.01	57.36.00	31.99	00.03
04/08/2018 21.00	25.78	01.09	00.01	57.69	31.91	00.04
04/08/2018 20.00	24.07.00	0,06875	00.01	55.09.00	31.83	00.03
04/08/2018 19.00	1,025	00.22	00.01	55.91	31.95	00.02
04/08/2018 18.00	24.06.00	0,052083333	00.01	56.05.00	31.99	00.03
04/08/2018 17.00	1,026388889	1	00.01	56	32.01.00	00.03
04/08/2018 16.00	0,971527778	00.25	00.01	54.75	31.96	00.02
04/08/2018 15.00	22.33	00.02	00.01	54.37.00	32.04.00	00.01
04/08/2018 14.00	0,981944444	0,068055556	00.01	55.13.00	32.19.00	00.02
04/08/2018 13.00	1,005555556	00.05	00.02	55.93	32.25.00	00.02
04/08/2018 12.00	21.49	0,065972222	00.22	56.19.00	34.69	00.02
04/08/2018 11.00	0,939583333	0	00.01	54.27.00	32.33.00	00.02
04/08/2018 10.00	0,920833333	0,050694444	00.01	54.65	32.99	00.02
04/08/2018 09.00	21.08	00.27	00.01	54.27.00	32.47.00	00.02
04/08/2018 08.00	22.05	00.03	00.01	54.04.00	32.34.00	00.01
04/08/2018 07.00	22.27	0,063194444	00.01	54.73	32.46.00	00.02
04/08/2018 06.00	22.03	00.09	00.01	54.49.00	32.46.00	00.02
04/08/2018 05.00	22.16	0,060416667	00.01	54.07.00	32.54.00	00.02
04/08/2018 04.00	0,917361111	00.13	00.01	54.14.00	32.53.00	00.01
04/08/2018 03.00	0,93125	0,063888889	00.01	54.37.00	32.56.00	00.02
04/08/2018 02.00	26.39.00	00.09	00.01	58.86	32.46.00	00.03
04/08/2018 01.00	22.54	00.15	00.01	55	32.47.00	00.02
04/08/2018 00.00	21.55	0	00.01	54	32.46.00	00.01
03/08/2018 23.00	21.59	1	00.01	54.05.00	32.46.00	00.02
03/08/2018 22.00	21.52	0	00.01	54.01.00	32.05.00	00.01
03/08/2018 21.00	24	1	00.01	56.45.00	32.45.00	00.03
03/08/2018 20.00	0,932638889	00.06	00.01	54.37.00	32.54.00	00.01
