StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
24/01/2018 04.00	40.24.00	0,219444444	00.11	70.33.00	30.09.00	00.01
24/01/2018 03.00	39.71	04.49	00.01	70.59.00	30.88	00.01
24/01/2018 02.00	38.05.00	0,2125	00.08	69.95	31.09.00	00.09
24/01/2018 01.00	40.49.00	04.56	00.12	70.09.00	30.42.00	00.11
24/01/2018 00.00	38.31.00	0,209722222	00.08	70.41.00	32.09.00	00.01
23/01/2018 23.00	39.46.00	0,235416667	00.09	71.15.00	31.69	00.01
23/01/2018 22.00	40.22.00	0,214583333	00.11	71.68	31.45.00	00.01
23/01/2018 21.00	38.84	06.06	00.01	71.32.00	32.49.00	00.14
23/01/2018 20.00	38.44.00	0,276388889	00.08	71.49.00	33.04.00	00.13
23/01/2018 19.00	36.62	06.16	00.01	69.61	32.99	00.12
23/01/2018 18.00	39.72	0,214583333	00.01	72.08.00	33.07.00	00.01
23/01/2018 17.00	45.95	05.45	00.18	74.57.00	28.63	00.11
23/01/2018 16.00	44.71	05.45	00.15	74.65	29.93	00.11
23/01/2018 15.00	44.32.00	05.37	00.12	74.81	30.49.00	00.11
23/01/2018 14.00	45.37.00	05.45	00.12	75.67	30.03.00	00.12
23/01/2018 13.00	45.24.00	0,225694444	00.13	75.65	30.42.00	00.11
23/01/2018 12.00	44.01.00	05.05	00.01	75.57.00	31.48.00	00.11
23/01/2018 11.00	42.86	05.22	00.08	75.87	33.01.00	00.01
23/01/2018 10.00	43.49.00	0,254861111	00.01	75.06.00	32.11.00	00.11
23/01/2018 09.00	42.03.00	05.58	00.11	74.01.00	31.98	00.11
23/01/2018 08.00	41.33.00	05.28	00.01	73.81	32.48.00	00.12
23/01/2018 07.00	41.23.00	0,255555556	00.01	72.08.00	31.58.00	00.11
23/01/2018 06.00	41.01.00	0,225694444	00.11	72.36.00	31.35.00	00.11
23/01/2018 05.00	43.04.00	0,209722222	00.13	72.71	29.31.00	00.01
23/01/2018 04.00	39.86	0,213888889	00.08	72.14.00	32.27.00	00.11
23/01/2018 03.00	42.74	0,25625	00.01	72.89	30.15.00	00.11
23/01/2018 02.00	38.81	04.26	00.08	71.16.00	32.35.00	00.11
23/01/2018 01.00	38.83	05.43	00.08	71.36.00	32.53.00	00.11
23/01/2018 00.00	40.26.00	05.08	00.08	72.58.00	32.31.00	00.12
22/01/2018 23.00	40.04.00	05.12	00.08	72.75	32.35.00	00.09
22/01/2018 22.00	44.76	04.28	00.14	73.09.00	29.14.00	00.01
22/01/2018 21.00	43.43.00	07.12	00.09	74.04.00	30.98	00.14
22/01/2018 20.00	41.17.00	0,26875	00.08	73.31.00	32.14.00	00.11
22/01/2018 19.00	38.72	0,225694444	00.09	71.71	32.99	00.11
22/01/2018 18.00	41.22.00	09.52	00.08	73.71	32.48.00	00.19
22/01/2018 17.00	39.57.00	0,275	00.08	73.32.00	33.75	00.11
22/01/2018 16.00	42.03.00	05.59	00.01	74.09.00	31.08.00	00.11
22/01/2018 15.00	41.65	05.06	00.09	73.84	32.18.00	00.11
22/01/2018 14.00	44.65	05.29	00.15	74.49.00	29.84	00.11
22/01/2018 13.00	43.52.00	04.36	00.11	74.74	31.22.00	00.01
22/01/2018 12.00	48.38.00	05.09	00.14	76.87	28.49.00	00.01
22/01/2018 11.00	46.52.00	05.06	00.11	77.29.00	30.77	00.01
22/01/2018 10.00	44.13.00	05.05	00.01	75.39.00	31.26.00	00.11
22/01/2018 09.00	43.56.00	0,265972222	00.12	74.23.00	30.66	00.11
22/01/2018 08.00	41.53.00	0,26875	00.15	73.44.00	31.09.00	00.13
22/01/2018 07.00	43.06.00	0,252083333	00.13	73.07.00	30.01.00	00.01
22/01/2018 06.00	43.67	0,222916667	00.13	73.21.00	29.55.00	00.01
22/01/2018 05.00	44.48.00	0,234722222	00.12	73.34.00	28.86	00.11
22/01/2018 04.00	40.83	04.59	00.08	72.37.00	31.54.00	00.01
22/01/2018 03.00	39.89	05.14	00.08	71.92	32.04.00	00.01
22/01/2018 02.00	39.57.00	0,231944444	00.08	71.58.00	32.01.00	00.11
22/01/2018 01.00	40.02.00	05.11	00.09	71.52.00	31.49.00	00.01
22/01/2018 00.00	45.02.00	04.23	00.15	73.34.00	28.14.00	00.09
21/01/2018 23.00	45.28.00	05.09	00.16	73.28.00	28	00.01
21/01/2018 22.00	42.69	0,272222222	00.07	73.29.00	30.06.00	00.13
21/01/2018 21.00	42.73	05.16	00.01	72.14.00	29.41.00	00.01
21/01/2018 20.00	40.21.00	04.57	00.06	70.61	30.04.00	00.09
21/01/2018 19.00	43.01.00	04.59	00.01	72.17.00	29.16.00	00.11
21/01/2018 18.00	40.74	05.07	00.08	71.89	31.16.00	00.01
21/01/2018 17.00	40.54.00	05.38	00.08	72.36.00	31.82	00.11
21/01/2018 16.00	40.12.00	0,2625	00.07	72.39.00	32.26.00	00.12
21/01/2018 15.00	40.06.00	06.49	00.07	72.69	32.63	00.13
21/01/2018 14.00	43.08.00	0,265972222	00.17	74.78	30.98	00.11
21/01/2018 13.00	45.69	05.44	00.13	75.04.00	29.71	00.12
21/01/2018 12.00	43.46.00	07.06	00.12	73.77	30.31.00	00.13
21/01/2018 11.00	43.95	05.34	00.08	74.21.00	30.26.00	00.11
21/01/2018 10.00	42.77	05.33	00.01	72.93	30.16.00	00.11
21/01/2018 09.00	42.08.00	0,217361111	00.13	72.28.00	30.02.00	00.11
21/01/2018 08.00	42.11.00	05.04	00.12	72.03.00	30.19.00	00.01
21/01/2018 07.00	43.05.00	0,231944444	00.01	72.52.00	29.47.00	00.12
21/01/2018 06.00	41.12.00	05.45	00.11	71.34.00	30.22.00	00.11
21/01/2018 05.00	41.03.00	04.45	00.11	71.92	30.89	00.11
21/01/2018 04.00	40.16.00	05.12	00.12	70.17.00	30.01.00	00.01
21/01/2018 03.00	44.07.00	04.41	00.16	72.06.00	27.36.00	00.11
21/01/2018 02.00	40.48.00	05.55	00.01	70.05.00	30.02.00	00.12
21/01/2018 01.00	41.85	05.12	00.13	71.01.00	29.25.00	00.01
21/01/2018 00.00	43.05.00	04.55	00.12	72.36.00	29.31.00	00.01
20/01/2018 23.00	45.03.00	05.31	00.13	72.11.00	27.09.00	00.01
20/01/2018 22.00	40.11.00	0,209722222	00.01	70.79	30.68	00.01
20/01/2018 21.00	39.51.00	06.15	00.08	71.23.00	31.72	00.13
20/01/2018 20.00	39.89	04.56	00.09	71.29.00	31.04.00	00.09
20/01/2018 19.00	40.06.00	0,21875	00.08	71.85	31.79	00.01
20/01/2018 18.00	39.03.00	0,213888889	00.07	72.05.00	32.75	00.01
20/01/2018 17.00	40.78	04.47	00.08	72.83	32.05.00	00.01
20/01/2018 16.00	42.19.00	05.54	00.08	73.31.00	31.12.00	00.01
20/01/2018 15.00	41.77	04.18	00.09	73.44.00	31.67	00.09
20/01/2018 14.00	42.77	05.54	00.01	74.65	31.87	00.11
20/01/2018 13.00	41.94	05.53	00.07	74.02.00	32.26.00	00.12
20/01/2018 12.00	40.77	05.06	00.09	73.07.00	32.93	00.11
20/01/2018 11.00	39.69	06.07	00.09	72.75	33.06.00	00.12
20/01/2018 10.00	39.07.00	0,252083333	00.01	72.76	33.06.00	00.11
20/01/2018 09.00	38.64	05.26	00.09	72.01.00	33.46.00	00.12
20/01/2018 08.00	38.86	05.12	00.12	72.21.00	33.35.00	00.11
20/01/2018 07.00	40.04.00	04.55	00.12	72.25.00	32.21.00	00.12
20/01/2018 06.00	40.57.00	06.08	00.15	72.15.00	31.58.00	00.12
20/01/2018 05.00	39.61	0,230555556	00.11	72.13.00	32.52.00	00.12
20/01/2018 04.00	39.41.00	04.49	00.12	71.42.00	32.01.00	00.11
20/01/2018 03.00	41.98	0,233333333	00.14	71.68	29.07.00	00.11
20/01/2018 02.00	41.01.00	05.54	00.11	71.56.00	30.45.00	00.11
20/01/2018 01.00	39.35.00	05.09	00.09	71.05.00	31.07.00	00.12
20/01/2018 00.00	38.81	05.25	00.08	71.44.00	32.63	00.12
19/01/2018 23.00	38.72	05.11	00.09	71.62	32.09.00	00.11
19/01/2018 22.00	40.22.00	05.54	00.09	72.94	32.72	00.11
19/01/2018 21.00	39.97	05.09	00.01	73.01.00	33.03.00	00.11
19/01/2018 20.00	39.99	05.28	00.11	73.33.00	33.34.00	00.12
19/01/2018 19.00	42.01.00	05.54	00.12	73.08.00	31.07.00	00.11
19/01/2018 18.00	43.67	05.05	00.12	74.12.00	30.45.00	00.11
19/01/2018 17.00	44.35.00	0,220138889	00.15	74.25.00	29.91	00.01
19/01/2018 16.00	45.92	05.08	00.15	75.02.00	29.28.00	00.01
19/01/2018 15.00	45.32.00	05.01	00.13	75.13.00	29.08.00	00.11
19/01/2018 14.00	42.18.00	05.23	00.08	74.71	32.52.00	00.11
19/01/2018 13.00	41.46.00	0,274305556	00.07	74.31.00	32.85	00.01
19/01/2018 12.00	41.31.00	05.29	00.07	74.04.00	33.09.00	00.11
19/01/2018 11.00	42.59.00	0,252083333	00.08	75.14.00	32.55.00	00.11
19/01/2018 10.00	40.09.00	05.45	00.08	73.72	32.82	00.12
19/01/2018 09.00	40.01.00	05.37	00.09	72.72	32.62	00.12
19/01/2018 08.00	39.98	06.08	00.08	72.74	32.76	00.12
19/01/2018 07.00	38.08.00	05.54	00.15	71.09.00	33.01.00	00.11
19/01/2018 06.00	39.58.00	04.53	00.09	71.77	32.19.00	00.11
19/01/2018 05.00	43.39.00	5	00.15	72.49.00	29.01.00	00.11
19/01/2018 04.00	40.33.00	05.07	00.01	71.74	31.42.00	00.11
19/01/2018 03.00	39.15.00	04.09	00.08	71.77	32.62	00.11
19/01/2018 02.00	39.58.00	0,209722222	00.08	71.57.00	31.99	00.11
19/01/2018 01.00	40.16.00	05.51	00.09	71.33.00	31.17.00	00.11
19/01/2018 00.00	40.01.00	05.29	00.08	72.33.00	32.32.00	00.11
18/01/2018 23.00	40.06.00	05.44	00.08	72.23.00	31.63	00.12
18/01/2018 22.00	39.32.00	05.37	00.08	72.15.00	32.83	00.11
18/01/2018 21.00	39.41.00	0,209722222	00.09	72.36.00	32.95	00.01
18/01/2018 20.00	45.31.00	04.08	00.14	74.27.00	28.97	00.11
18/01/2018 19.00	45.08.00	05.22	00.15	73.94	28.86	00.12
18/01/2018 18.00	0,721527778	06.16	00.39	75.64	58.85	00.14
18/01/2018 17.00	40.33.00	05.29	00.08	72.89	32.56.00	00.11
18/01/2018 16.00	41.01.00	04.44	00.07	73.65	32.55.00	00.11
18/01/2018 15.00	41.02.00	06.08	00.08	73.75	32.73	00.01
18/01/2018 14.00	44.82	05.09	00.14	74.73	29.09.00	00.11
18/01/2018 13.00	42.06.00	05.37	00.08	74.49.00	31.88	00.11
18/01/2018 12.00	42.75	05.55	00.07	75.36.00	32.61	00.11
18/01/2018 11.00	46.02.00	06.09	00.13	75.09.00	29.87	00.11
18/01/2018 10.00	43.88	0,222916667	00.15	73.88	30	00.11
18/01/2018 09.00	46.48.00	04.53	00.16	74.73	28.25.00	00.01
18/01/2018 08.00	42.89	06.36	00.08	74.61	31.72	00.12
18/01/2018 07.00	43.94	05.03	00.11	74.47.00	30.53.00	00.12
18/01/2018 06.00	42.04.00	0,264583333	00.11	73.11.00	30.71	00.12
18/01/2018 05.00	41.69	05.14	00.01	72.84	31.15.00	00.11
18/01/2018 04.00	42.33.00	04.07	00.11	72.68	30.34.00	00.11
18/01/2018 03.00	40.97	05.15	00.01	72.18.00	31.21.00	00.11
18/01/2018 02.00	40.03.00	05.14	00.09	71.69	31.39.00	00.01
18/01/2018 01.00	39.04.00	04.24	00.09	71	31.06.00	00.11
18/01/2018 00.00	37.93	0,209722222	00.07	70.35.00	32.43.00	00.11
17/01/2018 23.00	36.95	5	00.08	69.21.00	32.26.00	00.11
17/01/2018 22.00	40.22.00	0,230555556	00.09	71.08.00	31.58.00	00.11
17/01/2018 21.00	40.13.00	07.08	00.08	72.32.00	32.19.00	00.12
17/01/2018 20.00	38.09.00	6	00.08	70.08.00	32.71	00.13
17/01/2018 19.00	38.69	0,25625	00.07	71.42.00	32.73	00.12
17/01/2018 18.00	41.97	0,309722222	00.11	73.71	31.75	00.14
17/01/2018 17.00	39.35.00	04.09	00.07	71.56.00	32.21.00	00.11
17/01/2018 16.00	42.09.00	05.14	00.01	72.95	30.86	00.01
17/01/2018 15.00	43.68	04.02	00.09	73.15.00	29.47.00	00.08
17/01/2018 14.00	46.19.00	04.29	00.06	74.08.00	27.09.00	00.09
17/01/2018 13.00	44.43.00	0,18125	00.07	74.55.00	30.12.00	00.09
17/01/2018 12.00	44.43.00	05.41	00.01	75.31.00	30.88	00.11
17/01/2018 11.00	45.05.00	0,252083333	00.11	75.53.00	30.03.00	00.01
17/01/2018 10.00	44.32.00	05.44	00.13	75	30.68	00.11
17/01/2018 09.00	44.85	05.14	00.15	73.92	29.07.00	00.11
17/01/2018 08.00	42.52.00	06.51	00.01	73.76	31.23.00	00.12
17/01/2018 07.00	41.56.00	0,209722222	00.01	73.21.00	31.65	00.01
17/01/2018 06.00	40.01.00	0,21875	00.09	71.84	31.83	00.11
17/01/2018 05.00	40.09.00	0,274305556	00.09	71.99	31.09.00	00.11
17/01/2018 04.00	39.34.00	0,220833333	00.01	71.17.00	31.83	00.11
17/01/2018 03.00	38.35.00	0,257638889	00.09	71.05.00	32.07.00	00.12
17/01/2018 02.00	37.39.00	05.28	00.01	71.01.00	33.62	00.13
17/01/2018 01.00	33.53.00	05.41	00.13	70.12.00	36.59.00	00.14
17/01/2018 00.00	31.74	07.05	00.01	71.08.00	40.06.00	00.22
16/01/2018 23.00	44.76	04.41	00.18	72.35.00	27.59.00	00.01
16/01/2018 22.00	43.31.00	0,23125	00.13	72.66	29.34.00	00.01
16/01/2018 21.00	41.17.00	0,218055556	00.09	72.36.00	31.18.00	00.01
16/01/2018 20.00	43.24.00	0,214583333	00.16	73.26.00	30.02.00	00.12
16/01/2018 19.00	40.32.00	06.37	00.16	72.44.00	32.12.00	00.15
16/01/2018 18.00	37.68	06.55	00.12	72.08.00	35.12.00	00.15
16/01/2018 17.00	36.74	0,299305556	00.01	73.06.00	36.33.00	00.15
16/01/2018 16.00	37.51.00	0,275	00.12	73.41.00	35.09.00	00.13
16/01/2018 15.00	38.16.00	05.45	00.11	73.86	35.07.00	00.12
16/01/2018 14.00	43.31.00	05.01	00.16	74.96	31.66	00.12
16/01/2018 13.00	42.78	06.46	00.01	75.23.00	32.45.00	00.12
16/01/2018 12.00	42.62	0,259722222	00.01	76.06.00	33.44.00	00.13
16/01/2018 11.00	42.88	07.03	00.16	76.24.00	33.36.00	00.14
16/01/2018 10.00	38.76	06.02	00.12	74.04.00	35.28.00	00.14
16/01/2018 09.00	35.22.00	06.06	00.01	73.04.00	37.82	00.15
16/01/2018 08.00	36.64	0,309027778	00.12	73.52.00	36.88	00.15
16/01/2018 07.00	39.55.00	0,316666667	00.14	73.59.00	34.04.00	00.15
16/01/2018 06.00	41.56.00	0,264583333	00.12	73.64	32.09.00	00.14
16/01/2018 05.00	38.01.00	06.01	00.12	72.69	34.59.00	00.14
16/01/2018 04.00	38.44.00	06.09	00.12	72.85	34.41.00	00.13
16/01/2018 03.00	38.46.00	06.06	00.12	72.06.00	34.14.00	00.14
16/01/2018 02.00	37.51.00	0,307638889	00.13	71.92	34.41.00	00.14
16/01/2018 01.00	37.07.00	0,257638889	00.14	71.08.00	34.73	00.13
16/01/2018 00.00	40.05.00	06.18	00.17	73.43.00	32.93	00.13
15/01/2018 23.00	42.04.00	05.23	00.16	74.58.00	32.53.00	00.12
15/01/2018 22.00	45.97	06.59	00.15	75.29.00	29.32.00	00.13
15/01/2018 21.00	42.97	06.46	00.13	75.09.00	32.12.00	00.13
15/01/2018 20.00	41.21.00	0,302083333	00.11	74.63	33.42.00	00.14
15/01/2018 19.00	40.44.00	06.21	00.11	74.57.00	34.13.00	00.13
15/01/2018 18.00	41.05.00	06.27	00.01	74.87	33.82	00.13
15/01/2018 17.00	42.34.00	06.55	00.01	74.95	32.61	00.13
15/01/2018 16.00	44.81	06.07	00.13	75.23.00	30.42.00	00.12
15/01/2018 15.00	46.15.00	06.08	00.13	76.06.00	29.92	00.12
15/01/2018 14.00	46.82	0,265277778	00.13	77.37.00	30.56.00	00.11
15/01/2018 13.00	44.03.00	06.19	00.09	76.05.00	32.47.00	00.11
15/01/2018 12.00	48.46.00	6	00.15	78.36.00	29.09.00	00.11
15/01/2018 11.00	47.79	6	00.11	78.47.00	30.68	00.11
15/01/2018 10.00	48.29.00	0,276388889	00.01	78.14.00	29.85	00.12
15/01/2018 09.00	46.32.00	0,258333333	00.12	76.12.00	29.08.00	00.11
15/01/2018 08.00	44.52.00	06.18	00.01	75.56.00	31.04.00	00.12
15/01/2018 07.00	42.29.00	0,257638889	00.08	74.53.00	32.24.00	00.11
15/01/2018 06.00	42.11.00	0,257638889	00.09	74.48.00	32.37.00	00.11
15/01/2018 05.00	41.42.00	0,253472222	00.09	73.88	32.46.00	00.12
15/01/2018 04.00	41.03.00	05.54	00.09	73.78	32.48.00	00.11
15/01/2018 03.00	42.79	06.18	00.12	73.45.00	30.66	00.11
15/01/2018 02.00	43.06.00	05.54	00.13	73.86	30.26.00	00.12
15/01/2018 01.00	41.88	05.37	00.12	73.04.00	31.52.00	00.11
15/01/2018 00.00	43.01.00	05.35	00.14	73.91	30.09.00	00.12
14/01/2018 23.00	41.98	05.22	00.01	72.75	30.77	00.11
14/01/2018 22.00	42.42.00	0,266666667	00.09	73.27.00	30.84	00.11
14/01/2018 21.00	41.72	0,311111111	00.08	73.49.00	31.77	00.14
14/01/2018 20.00	40.65	0,257638889	00.09	72.92	32.27.00	00.12
14/01/2018 19.00	40.33.00	05.45	00.08	73.36.00	33.03.00	00.11
14/01/2018 18.00	44.45.00	05.45	00.13	75.02.00	30.75	00.11
14/01/2018 17.00	44.16.00	07.07	00.12	75.86	31.07.00	00.15
14/01/2018 16.00	53.15.00	09.09	00.36	77.92	24.77	00.17
14/01/2018 15.00	47.22.00	06.45	00.17	75.87	28.65	00.12
14/01/2018 14.00	47.22.00	0,267361111	00.16	76.29.00	29.07.00	00.13
14/01/2018 13.00	41.58.00	0,252083333	00.01	73.44.00	31.86	00.11
14/01/2018 12.00	42.64	06.27	00.09	75.03.00	32.39.00	00.13
14/01/2018 11.00	41.23.00	0,264583333	00.09	73.92	32.07.00	00.13
14/01/2018 10.00	38.07.00	06.19	00.08	71.08.00	33.01.00	00.12
14/01/2018 09.00	37.06.00	07.26	00.08	71.07.00	33.47.00	00.19
14/01/2018 08.00	40.58.00	04.08	00.09	73.37.00	32.79	00.01
14/01/2018 07.00	39.78	0,233333333	00.09	72.81	33.04.00	00.11
14/01/2018 06.00	39.09.00	05.33	00.09	72.09.00	33	00.12
14/01/2018 05.00	38.55.00	5	00.09	71.09.00	32.54.00	00.11
14/01/2018 04.00	40.54.00	05.06	00.14	71.68	31.14.00	00.11
14/01/2018 03.00	42.28.00	0,219444444	00.15	72.02.00	29.74	00.11
14/01/2018 02.00	42.07.00	0,219444444	00.16	71.99	29.03.00	00.01
14/01/2018 01.00	42.43.00	05.53	00.14	72.26.00	29.83	00.12
14/01/2018 00.00	39.13.00	0,252083333	00.11	71.95	32.82	00.12
13/01/2018 23.00	40.33.00	5	00.11	72.26.00	31.93	00.11
13/01/2018 22.00	41.48.00	0,219444444	00.01	72.39.00	30.91	00.11
13/01/2018 21.00	40.95	0,220833333	00.11	72.76	31.81	00.12
13/01/2018 20.00	27.07.00	06.54	00.11	74.08.00	47.73	00.21
13/01/2018 19.00	37.11.00	05.29	00.08	71.98	34.86	00.13
13/01/2018 18.00	39.73	0,226388889	00.08	72.36.00	32.62	00.01
13/01/2018 17.00	41.81	0,223611111	00.08	73.36.00	31.55.00	00.11
13/01/2018 16.00	38.08.00	04.02	00.08	71.34.00	32.54.00	00.01
13/01/2018 15.00	42.44.00	05.31	00.09	74.57.00	32.13.00	00.01
13/01/2018 14.00	43.27.00	6	00.08	74.72	31.45.00	00.12
13/01/2018 13.00	43.07.00	06.07	00.11	75.48.00	31.77	00.13
13/01/2018 12.00	41.43.00	06.07	00.07	74.33.00	32.09.00	00.11
13/01/2018 11.00	43.36.00	05.25	00.08	75.18.00	31.81	00.11
13/01/2018 10.00	45.13.00	06.27	00.12	75.52.00	30.39.00	00.13
13/01/2018 09.00	41.02.00	0,229861111	00.09	73.24.00	32.23.00	00.11
13/01/2018 08.00	40.72	0,21875	00.09	73.07.00	32.36.00	00.11
13/01/2018 07.00	43.21.00	05.22	00.13	73.68	30.48.00	00.01
13/01/2018 06.00	40.28.00	0,260416667	00.09	72.49.00	32.21.00	00.12
13/01/2018 05.00	43.38.00	0,21875	00.15	72.89	29.51.00	00.01
13/01/2018 04.00	42.02.00	04.22	00.13	71.95	29.93	00.01
13/01/2018 03.00	42.41.00	0,257638889	00.14	72.02.00	29.61	00.11
13/01/2018 02.00	39.83	0,185416667	00.13	70.06.00	30.77	00.12
13/01/2018 01.00	35.94	06.13	00.04	73.28.00	37.34.00	00.11
13/01/2018 00.00	44.31.00	04.37	00.14	72.83	28.52.00	00.11
12/01/2018 23.00	43.25.00	05.06	00.12	73.09.00	29.84	00.11
12/01/2018 22.00	41.78	05.01	00.12	71.94	30.16.00	00.01
12/01/2018 21.00	43.56.00	0,209722222	00.09	74.28.00	30.73	00.01
12/01/2018 20.00	43.97	05.05	00.12	73.03.00	29.32.00	00.11
12/01/2018 19.00	42.48.00	05.06	00.07	75.06.00	32.58.00	00.11
12/01/2018 18.00	44.56.00	0,259722222	00.11	75.02.00	30.64	00.01
12/01/2018 17.00	41.02.00	05.07	00.01	73.31.00	32.29.00	00.01
12/01/2018 16.00	42.11.00	0,214583333	00.07	74.88	32.77	00.01
12/01/2018 15.00	43.05.00	06.15	00.08	75.74	32.23.00	00.01
12/01/2018 14.00	44.84	04.41	00.01	75.76	30.92	00.11
12/01/2018 13.00	42.85	0,266666667	00.07	75.75	32.91	00.11
12/01/2018 12.00	42.31.00	05.07	00.07	75.26.00	32.95	00.01
12/01/2018 11.00	41.06.00	0,234027778	00.07	74.58.00	32.98	00.01
12/01/2018 10.00	42.08.00	0,269444444	00.01	74.01.00	31.03.00	00.11
12/01/2018 09.00	44.37.00	05.19	00.15	73.59.00	29.22.00	00.11
12/01/2018 08.00	44.42.00	05.37	00.14	73.92	29.05.00	00.12
12/01/2018 07.00	42.44.00	0,231944444	00.13	72.51.00	30.07.00	00.01
12/01/2018 06.00	43.06.00	0,220138889	00.13	73.06.00	29.46.00	00.01
12/01/2018 05.00	44	0,215972222	00.14	72.98	28.98	00.11
12/01/2018 04.00	38.82	0,209722222	00.07	72.05.00	33.24.00	00.01
12/01/2018 03.00	40.08.00	04.48	00.11	71.83	31.03.00	00.11
12/01/2018 02.00	40.16.00	5	00.11	70.76	30.06.00	00.11
12/01/2018 01.00	40.98	05.12	00.12	70.83	29.85	00.01
12/01/2018 00.00	47.08.00	0,252083333	00.22	71.85	24.77	00.12
11/01/2018 23.00	38.11.00	04.08	00.08	70.19.00	32.08.00	00.11
11/01/2018 22.00	38.27.00	0,230555556	00.08	70.74	32.47.00	00.09
11/01/2018 21.00	38.07.00	04.48	00.07	71.17.00	32.47.00	00.01
11/01/2018 20.00	39.03.00	04.45	00.07	71.62	32.59.00	00.09
11/01/2018 19.00	39.08.00	05.56	00.08	71.43.00	31.64	00.11
11/01/2018 18.00	46.75	0,21875	00.22	73.46.00	26.71	00.11
11/01/2018 17.00	45.81	0,219444444	00.13	74.02.00	28.39.00	00.01
11/01/2018 16.00	42.82	05.09	00.08	74.15.00	31.33.00	00.01
11/01/2018 15.00	41.58.00	05.25	00.08	73.44.00	31.86	00.01
11/01/2018 14.00	41.05.00	0,235416667	00.08	73.49.00	31.98	00.01
11/01/2018 13.00	41.67	0,224305556	00.08	73.66	31.99	00.01
11/01/2018 12.00	42.69	04.55	00.01	74.47.00	31.79	00.01
11/01/2018 11.00	31.77	05.03	00.34	73.94	42.17.00	00.11
11/01/2018 10.00	43.93	04.35	00.13	73.13.00	29.02.00	00.01
11/01/2018 09.00	40.88	05.22	00.07	72.85	31.97	00.01
11/01/2018 08.00	40.88	05.51	00.07	72.91	32.03.00	00.12
11/01/2018 07.00	39.18.00	0,219444444	00.08	71.51.00	32.33.00	00.01
11/01/2018 06.00	38.54.00	05.42	00.08	70.66	32.12.00	00.11
11/01/2018 05.00	38.82	0,191666667	00.09	70.42.00	31.59.00	00.01
11/01/2018 04.00	39.15.00	04.55	00.09	70.07.00	30.91	00.01
11/01/2018 03.00	39.25.00	04.45	00.01	69.85	30.61	00.01
11/01/2018 02.00	42.66	04.55	00.13	70.72	28.06.00	00.01
11/01/2018 01.00	42.07.00	04.05	00.13	70.81	28.11.00	00.01
11/01/2018 00.00	40.31.00	04.31	00.01	70.33.00	30.01.00	00.09
10/01/2018 23.00	39.38.00	04.14	00.07	70.86	31.48.00	00.09
10/01/2018 22.00	39.77	0,219444444	00.07	71.51.00	31.74	00.01
10/01/2018 21.00	39.84	0,227083333	00.07	71.93	32.09.00	00.11
10/01/2018 20.00	40.17.00	0,211805556	00.06	72.52.00	32.35.00	00.01
10/01/2018 19.00	38.86	05.26	00.07	71.53.00	32.67	00.11
10/01/2018 18.00	45.38.00	05.22	00.14	74.19.00	28.81	00.01
10/01/2018 17.00	45.43.00	0,222916667	00.13	74.77	29.34.00	00.11
10/01/2018 16.00	47.67	0,265972222	00.17	75.52.00	27.85	00.01
10/01/2018 15.00	44.05.00	04.27	00.11	74.95	30.89	00.01
10/01/2018 14.00	46.16.00	0,2625	00.13	75.97	29.81	00.01
10/01/2018 13.00	43.22.00	05.45	00.07	76.19.00	32.97	00.12
10/01/2018 12.00	44.14.00	05.59	00.11	75.66	31.52.00	00.01
10/01/2018 11.00	43.07.00	04.44	00.01	75.02.00	31.32.00	00.01
10/01/2018 10.00	41.18.00	0,228472222	00.08	73.86	32.68	00.11
10/01/2018 09.00	40.88	05.01	00.09	73.06.00	32.18.00	00.11
10/01/2018 08.00	40.58.00	05.51	00.08	73.06.00	32.49.00	00.01
10/01/2018 07.00	48.34.00	06.22	00.25	74.29.00	25.96	00.13
10/01/2018 06.00	40.21.00	0,267361111	00.01	71.94	31.73	00.11
10/01/2018 05.00	40.38.00	0,228472222	00.11	71.66	31.28.00	00.11
10/01/2018 04.00	40.01.00	04.19	00.12	71.29.00	31.19.00	00.11
10/01/2018 03.00	40.74	0,23125	00.14	71.34.00	30.61	00.11
10/01/2018 02.00	38.11.00	05.07	00.09	70.44.00	32.33.00	00.01
10/01/2018 01.00	41.06.00	0,234722222	00.14	71.24.00	30.17.00	00.11
10/01/2018 00.00	41.85	0,214583333	00.14	71.83	29.98	00.11
09/01/2018 23.00	42.17.00	5	00.11	72.63	30.46.00	00.11
09/01/2018 22.00	39.23.00	05.51	00.08	71.79	32.57.00	00.11
09/01/2018 21.00	39.91	0,275694444	00.08	72.52.00	32.61	00.12
09/01/2018 20.00	46.22.00	0,260416667	00.22	73.39.00	27.17.00	00.12
09/01/2018 19.00	40.13.00	0,219444444	00.09	71.53.00	31.04.00	00.01
09/01/2018 18.00	42.32.00	05.09	00.11	73.01.00	30.69	00.12
09/01/2018 17.00	41	05.01	00.01	73.32.00	32.32.00	00.01
09/01/2018 16.00	41.78	05.07	00.07	74.38.00	32.06.00	00.01
09/01/2018 15.00	45.01.00	05.08	00.06	75.49.00	30.39.00	00.09
09/01/2018 14.00	47.01.00	0,189583333	00.06	75.86	28.85	00.09
09/01/2018 13.00	46.17.00	0,225	00.04	75.61	29.44.00	00.07
09/01/2018 12.00	47.35.00	0,225	00.09	77.01.00	29.75	00.11
